,Flow projection
2025-03-29 00:00:00-07:00,4707.147292883637
2025-03-30 00:00:00-07:00,5336.234357064905
2025-03-31 00:00:00-07:00,8181.321828668675
2025-04-01 00:00:00-07:00,10325.13783508827
2025-04-02 00:00:00-07:00,9073.691406041647
2025-04-03 00:00:00-07:00,6981.339715028097
2025-04-04 00:00:00-07:00,5603.114735394725
2025-04-05 00:00:00-07:00,4594.34783280421
2025-04-06 00:00:00-07:00,3903.439067596474
2025-04-07 00:00:00-07:00,3359.18328390613
2025-04-08 00:00:00-07:00,2914.024922405801
2025-04-09 00:00:00-07:00,2582.475152316809
2025-04-10 00:00:00-07:00,2297.889501379113
2025-04-11 00:00:00-07:00,2066.9999633327775
2025-04-12 00:00:00-07:00,1865.2109012171004
2025-04-13 00:00:00-07:00,1704.3137635151768
2025-04-14 00:00:00-07:00,1544.0551362820934
2025-04-15 00:00:00-07:00,1431.8732529708745
2025-04-16 00:00:00-07:00,1319.691369659656
2025-04-17 00:00:00-07:00,1214.6042449300082
2025-04-18 00:00:00-07:00,1136.34471394645
2025-04-19 00:00:00-07:00,1058.0851829628916
2025-04-20 00:00:00-07:00,979.8256519793332
2025-04-21 00:00:00-07:00,924.0206483624221
2025-04-22 00:00:00-07:00,869.3953820879481
2025-04-23 00:00:00-07:00,814.7701158134741
2025-04-24 00:00:00-07:00,763.0844090064833
2025-04-25 00:00:00-07:00,724.9345431844545
2025-04-26 00:00:00-07:00,686.7846773624256
2025-04-27 00:00:00-07:00,648.6348115403968
2025-04-28 00:00:00-07:00,610.4849457183678
2025-04-29 00:00:00-07:00,581.9151923295466
2025-04-30 00:00:00-07:00,555.2567097650996
2025-05-01 00:00:00-07:00,528.5982272006526
2025-05-02 00:00:00-07:00,501.9397446362056
2025-05-03 00:00:00-07:00,475.2812620717586
2025-05-04 00:00:00-07:00,455.4673116739706
2025-05-05 00:00:00-07:00,436.8284697051569
2025-05-06 00:00:00-07:00,418.1896277363433
2025-05-07 00:00:00-07:00,399.5507857675297
2025-05-08 00:00:00-07:00,380.91194379871604
2025-05-09 00:00:00-07:00,363.2531355515428
2025-05-10 00:00:00-07:00,350.2142783542284
2025-05-11 00:00:00-07:00,337.175421156914
2025-05-12 00:00:00-07:00,324.1365639595996
2025-05-13 00:00:00-07:00,311.0977067622852
2025-05-14 00:00:00-07:00,298.0588495649708
2025-05-15 00:00:00-07:00,285.0199923676564
2025-05-16 00:00:00-07:00,274.86487632759327
2025-05-17 00:00:00-07:00,265.7386624065246
2025-05-18 00:00:00-07:00,256.61244848545596
2025-05-19 00:00:00-07:00,247.48623456438727
2025-05-20 00:00:00-07:00,238.36002064331862
2025-05-21 00:00:00-07:00,229.23380672224997
2025-05-22 00:00:00-07:00,220.10759280118128
2025-05-23 00:00:00-07:00,212.30060956923487
2025-05-24 00:00:00-07:00,205.90970266027233
2025-05-25 00:00:00-07:00,199.51879575130977
2025-05-26 00:00:00-07:00,193.1278888423472
2025-05-27 00:00:00-07:00,186.73698193338464
2025-05-28 00:00:00-07:00,180.34607502442208
2025-05-29 00:00:00-07:00,173.95516811545951
2025-05-30 00:00:00-07:00,167.56426120649698
2025-05-31 00:00:00-07:00,161.86321232905408
2025-06-01 00:00:00-07:00,157.3856527777443
2025-06-02 00:00:00-07:00,152.9080932264345
2025-06-03 00:00:00-07:00,148.43053367512468
2025-06-04 00:00:00-07:00,143.95297412381487
2025-06-05 00:00:00-07:00,139.47541457250506
2025-06-06 00:00:00-07:00,134.99785502119525
2025-06-07 00:00:00-07:00,130.52029546988544
2025-06-08 00:00:00-07:00,126.04273591857563
2025-06-09 00:00:00-07:00,122.00983978192967
2025-06-10 00:00:00-07:00,118.87143631881347
2025-06-11 00:00:00-07:00,115.73303285569726
2025-06-12 00:00:00-07:00,112.59462939258106
2025-06-13 00:00:00-07:00,109.45622592946485
2025-06-14 00:00:00-07:00,106.31782246634864
2025-06-15 00:00:00-07:00,103.17941900323244
2025-06-16 00:00:00-07:00,100.04101554011623
2025-06-17 00:00:00-07:00,96.90261207700003
2025-06-18 00:00:00-07:00,93.76420861388382
2025-06-19 00:00:00-07:00,90.92855168097512
2025-06-20 00:00:00-07:00,88.60500405219516
2025-06-21 00:00:00-07:00,86.28145642341521
2025-06-22 00:00:00-07:00,83.95790879463524
2025-06-23 00:00:00-07:00,81.63436116585528
2025-06-24 00:00:00-07:00,79.31081353707532
2025-06-25 00:00:00-07:00,76.98726590829537
2025-06-26 00:00:00-07:00,74.66371827951541
