,x,y
0,4.370629532063571,-8.71443945608481
1,3.8284974007919113,-9.707244900143252
2,3.5042227798644925,-10.110018642738623
3,3.2976879476345493,-10.485502918634852
4,3.143245368024143,-10.62105231810216
5,3.0029294827666444,-10.978084022658305
6,2.8631537509969087,-11.134748845858896
7,2.7226804534602276,-11.451841342968093
8,2.574979415272795,-11.525212353421862
9,2.4320466535901457,-11.88533582586259
10,2.2882412143548843,-12.192555159358127
11,2.148268674951747,-12.369135443377656
12,1.998136724131665,-12.67553081839916
13,1.854996000927269,-12.765615155776839
14,1.6985313979696133,-12.929556608799848
15,1.5605802672132685,-13.062712947404043
16,1.4224003081040657,-13.356235317466984
17,1.2689951057660094,-13.692316623668834
18,1.1290962477352442,-14.150825114115605
19,0.9935893590182043,-14.07252206501776
20,0.8461552920271833,-14.438635646969644
21,0.680374579763571,-14.302755051302457
