,x,y
0,3.954724177302232,-11.187697876661712
1,4.149100748202066,-10.889759517367564
2,4.318681327296387,-10.62752415965314
3,4.470178350942573,-10.39140690365808
4,4.628643484515292,-10.142539438107315
5,4.784457781428951,-9.895927640345537
6,4.956569015168038,-9.621298439759649
7,5.108563790548904,-9.376807506944925
8,5.264103228445581,-9.124694368423082
9,5.417750777135116,-8.873726670343226
10,5.593666235953228,-8.584027199614898
11,5.748405080177647,-8.32710878213433
12,5.909135221066913,-8.058160768673366
13,6.078407419583849,-7.772619961668843
14,6.232035265640223,-7.511424603168167
15,6.3928389046549485,-7.23594511308057
16,6.551527606337305,-6.962001698475748
17,6.786358706756552,-6.552821357604955
18,7.161942339347794,-5.889044357061946
19,7.941237220609755,-4.475882432109873
