,x,y
0,2.926230010129076,-11.631687185775156
1,3.4006853719539825,-11.341219918968195
2,3.6960911782733565,-11.110131051697024
3,3.8741143746969846,-10.951565211262974
4,4.059170564476766,-10.771019642846248
5,4.236391471029838,-10.582877106315774
6,4.431090927910197,-10.358761783909904
7,4.613831630888115,-10.13164039206505
8,4.803066703680435,-9.879177860247806
9,4.991459828120435,-9.610268729073438
10,5.165151591404848,-9.346743284594133
11,5.3577339330727085,-9.037018839497897
12,5.546851094209124,-8.714916007089663
13,5.818846708117471,-8.220545224454849
14,7.133006642537591,-5.327632264517296
