,11475560
2015-04-06 00:00:00-07:00,6.250005889640641
2015-04-07 00:00:00-07:00,11.70001102540728
2015-04-08 00:00:00-07:00,8.650008151262648
2015-04-09 00:00:00-07:00,7.560007124109319
2015-04-10 00:00:00-07:00,6.900006502163269
2015-04-11 00:00:00-07:00,6.5200061440731165
2015-04-12 00:00:00-07:00,6.160005804829816
2015-04-13 00:00:00-07:00,5.810005475009939
2015-04-14 00:00:00-07:00,5.69000536192884
2015-04-15 00:00:00-07:00,5.3500050415323885
2015-04-16 00:00:00-07:00,5.1400048436404635
2015-04-17 00:00:00-07:00,4.9500046645953875
2015-04-18 00:00:00-07:00,4.790004513820588
2015-04-19 00:00:00-07:00,4.690004419586337
2015-04-20 00:00:00-07:00,4.540004278234962
2015-04-21 00:00:00-07:00,4.3900041368835865
2015-04-22 00:00:00-07:00,4.340004089766461
2015-04-23 00:00:00-07:00,4.180003938991661
2015-04-24 00:00:00-07:00,4.120003882451111
2015-04-25 00:00:00-07:00,4.570004306505237
2015-04-26 00:00:00-07:00,4.050003816487136
2015-04-27 00:00:00-07:00,3.96000373167631
2015-04-28 00:00:00-07:00,3.80000358090151
2015-04-29 00:00:00-07:00,3.6800034678204097
2015-04-30 00:00:00-07:00,3.6200034112798596
2015-05-01 00:00:00-07:00,3.470003269928484
2015-05-02 00:00:00-07:00,3.380003185117659
2015-05-03 00:00:00-07:00,3.3000031097302585
2015-05-04 00:00:00-07:00,3.2000030154960086
2015-05-05 00:00:00-07:00,3.1900030060725832
2015-05-06 00:00:00-07:00,3.1700029872257334
2015-05-07 00:00:00-07:00,3.140002958955458
2015-05-08 00:00:00-07:00,3.030002855297783
2015-05-09 00:00:00-07:00,2.990002817604083
2015-05-10 00:00:00-07:00,2.8600026950995576
2015-05-11 00:00:00-07:00,2.8500026856761327
2015-05-12 00:00:00-07:00,2.8500026856761327
2015-05-13 00:00:00-07:00,2.8500026856761327
2015-05-14 00:00:00-07:00,2.890002723369833
2015-05-15 00:00:00-07:00,2.8700027045229826
2015-05-16 00:00:00-07:00,2.8200026574058574
2015-05-17 00:00:00-07:00,2.720002563171607
