,x,y
0,7.133006642537591,-5.83515076193417
1,5.818846708117471,-8.065518446233135
2,5.546851094209124,-8.570622792800114
3,5.3577339330727085,-8.955423719319578
4,5.165151591404848,-9.524842395722366
5,4.991459828120435,-9.545545870926905
6,4.803066703680435,-9.900373392441148
7,4.613831630888115,-10.30431103544195
8,4.431090927910197,-10.486503249016007
9,4.236391471029838,-10.423701165500018
10,4.059170564476766,-10.702582368763395
11,3.8741143746969846,-11.004084996833809
12,3.6960911782733565,-11.080376595883054
13,3.4006853719539825,-11.254100376294124
14,2.926230010129076,-11.644945340947325
