,11475800
2015-04-08 00:00:00-07:00,376.000354320781
2015-04-09 00:00:00-07:00,265.0002497207632
2015-04-10 00:00:00-07:00,224.00021108472058
2015-04-11 00:00:00-07:00,200.0001884685005
2015-04-12 00:00:00-07:00,186.00017527570546
2015-04-13 00:00:00-07:00,175.00016490993795
2015-04-14 00:00:00-07:00,170.00016019822544
2015-04-15 00:00:00-07:00,160.00015077480043
2015-04-16 00:00:00-07:00,152.00014323606038
2015-04-17 00:00:00-07:00,146.00013758200538
2015-04-18 00:00:00-07:00,139.00013098560785
2015-04-19 00:00:00-07:00,135.00012721623787
2015-04-20 00:00:00-07:00,130.00012250452534
2015-04-21 00:00:00-07:00,127.00011967749784
2015-04-22 00:00:00-07:00,123.00011590812781
2015-04-23 00:00:00-07:00,120.00011308110031
2015-04-24 00:00:00-07:00,117.00011025407281
2015-04-25 00:00:00-07:00,124.00011685047033
2015-04-26 00:00:00-07:00,121.0001140234428
2015-04-27 00:00:00-07:00,114.0001074270453
2015-04-28 00:00:00-07:00,109.00010271533279
2015-04-29 00:00:00-07:00,106.00009988830527
2015-04-30 00:00:00-07:00,103.00009706127777
2015-05-01 00:00:00-07:00,99.50009376307901
2015-05-02 00:00:00-07:00,96.10009055911449
2015-05-03 00:00:00-07:00,93.40008801478976
2015-05-04 00:00:00-07:00,91.90008660127599
2015-05-05 00:00:00-07:00,90.70008547046498
2015-05-06 00:00:00-07:00,89.00008386848273
2015-05-07 00:00:00-07:00,87.10008207803197
2015-05-08 00:00:00-07:00,85.30008038181546
2015-05-09 00:00:00-07:00,83.40007859136472
2015-05-10 00:00:00-07:00,81.90007717785097
2015-05-11 00:00:00-07:00,80.00007538740022
2015-05-12 00:00:00-07:00,78.40007387965221
2015-05-13 00:00:00-07:00,78.30007378541795
2015-05-14 00:00:00-07:00,78.30007378541795
2015-05-15 00:00:00-07:00,82.20007746055373
2015-05-16 00:00:00-07:00,80.20007557586871
2015-05-17 00:00:00-07:00,79.30007472776046
2015-05-18 00:00:00-07:00,77.8000733142467
2015-05-19 00:00:00-07:00,77.20007274884121
2015-05-20 00:00:00-07:00,75.8000714295617
2015-05-21 00:00:00-07:00,74.0000697333452
2015-05-22 00:00:00-07:00,71.90006775442593
2015-05-23 00:00:00-07:00,70.20006615244368
2015-05-24 00:00:00-07:00,67.90006398505594
2015-05-25 00:00:00-07:00,66.10006228883942
2015-05-26 00:00:00-07:00,63.800060121451665
2015-05-27 00:00:00-07:00,62.00005842523517
2015-05-28 00:00:00-07:00,60.10005663478441
2015-05-29 00:00:00-07:00,57.9000545616309
2015-05-30 00:00:00-07:00,55.80005258271164
2015-05-31 00:00:00-07:00,54.50005135766639
2015-06-01 00:00:00-07:00,54.90005173460339
2015-06-02 00:00:00-07:00,56.7000534308199
2015-06-03 00:00:00-07:00,57.40005409045965
2015-06-04 00:00:00-07:00,56.5000532423514
2015-06-05 00:00:00-07:00,54.200051074963646
2015-06-06 00:00:00-07:00,50.00004711712513
2015-06-07 00:00:00-07:00,48.10004532667438
2015-06-08 00:00:00-07:00,46.300043630457864
2015-06-09 00:00:00-07:00,43.80004127460162
2015-06-10 00:00:00-07:00,41.90003948415086
2015-06-11 00:00:00-07:00,40.300037976402855
2015-06-12 00:00:00-07:00,38.200035997483596
2015-06-13 00:00:00-07:00,36.40003430126709
2015-06-14 00:00:00-07:00,34.70003269928485
2015-06-15 00:00:00-07:00,33.50003156847384
2015-06-16 00:00:00-07:00,32.40003053189709
2015-06-17 00:00:00-07:00,31.20002940108608
2015-06-18 00:00:00-07:00,30.100028364509328
2015-06-19 00:00:00-07:00,29.200027516401075
2015-06-20 00:00:00-07:00,28.600026950995577
2015-06-21 00:00:00-07:00,28.100026479824322
2015-06-22 00:00:00-07:00,28.000026385590072
2015-06-23 00:00:00-07:00,27.100025537481823
2015-06-24 00:00:00-07:00,26.500024972076318
2015-06-25 00:00:00-07:00,25.900024406670816
2015-06-26 00:00:00-07:00,25.200023747031064
2015-06-27 00:00:00-07:00,24.300022898922816
2015-06-28 00:00:00-07:00,24.00002261622006
2015-06-29 00:00:00-07:00,23.80002242775156
2015-06-30 00:00:00-07:00,24.300022898922816
